,patch,directory,lichen,class
328,flavoparmenia_soredians_texture03_crop_ 9.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 9.jpg,flavoparmenia_soredians,6
329,flavoparmenia_soredians_texture03_crop_ 10.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 10.jpg,flavoparmenia_soredians,6
330,flavoparmenia_soredians_texture03_crop_ 11.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 11.jpg,flavoparmenia_soredians,6
331,flavoparmenia_soredians_texture03_crop_ 12.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 12.jpg,flavoparmenia_soredians,6
332,flavoparmenia_soredians_texture03_crop_ 13.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 13.jpg,flavoparmenia_soredians,6
333,flavoparmenia_soredians_texture03_crop_ 14.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 14.jpg,flavoparmenia_soredians,6
334,flavoparmenia_soredians_texture03_crop_ 15.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 15.jpg,flavoparmenia_soredians,6
335,flavoparmenia_soredians_texture03_crop_ 16.jpg,patches/train/flavoparmenia_soredians/flavoparmenia_soredians_texture03_crop_ 16.jpg,flavoparmenia_soredians,6
336,Physconia_grisea_texture01_crop_ 1.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 1.jpg,Physconia_grisea,7
337,Physconia_grisea_texture01_crop_ 2.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 2.jpg,Physconia_grisea,7
338,Physconia_grisea_texture01_crop_ 3.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 3.jpg,Physconia_grisea,7
339,Physconia_grisea_texture01_crop_ 4.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 4.jpg,Physconia_grisea,7
340,Physconia_grisea_texture01_crop_ 5.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 5.jpg,Physconia_grisea,7
341,Physconia_grisea_texture01_crop_ 6.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 6.jpg,Physconia_grisea,7
342,Physconia_grisea_texture01_crop_ 7.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 7.jpg,Physconia_grisea,7
343,Physconia_grisea_texture01_crop_ 8.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 8.jpg,Physconia_grisea,7
344,Physconia_grisea_texture01_crop_ 9.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 9.jpg,Physconia_grisea,7
345,Physconia_grisea_texture01_crop_ 10.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 10.jpg,Physconia_grisea,7
346,Physconia_grisea_texture01_crop_ 11.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 11.jpg,Physconia_grisea,7
347,Physconia_grisea_texture01_crop_ 12.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 12.jpg,Physconia_grisea,7
348,Physconia_grisea_texture01_crop_ 13.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 13.jpg,Physconia_grisea,7
349,Physconia_grisea_texture01_crop_ 14.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 14.jpg,Physconia_grisea,7
350,Physconia_grisea_texture01_crop_ 15.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 15.jpg,Physconia_grisea,7
351,Physconia_grisea_texture01_crop_ 16.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture01_crop_ 16.jpg,Physconia_grisea,7
352,Physconia_grisea_texture02_crop_ 1.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 1.jpg,Physconia_grisea,7
353,Physconia_grisea_texture02_crop_ 2.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 2.jpg,Physconia_grisea,7
354,Physconia_grisea_texture02_crop_ 3.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 3.jpg,Physconia_grisea,7
355,Physconia_grisea_texture02_crop_ 4.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 4.jpg,Physconia_grisea,7
356,Physconia_grisea_texture02_crop_ 5.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 5.jpg,Physconia_grisea,7
357,Physconia_grisea_texture02_crop_ 6.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 6.jpg,Physconia_grisea,7
358,Physconia_grisea_texture02_crop_ 7.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 7.jpg,Physconia_grisea,7
359,Physconia_grisea_texture02_crop_ 8.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 8.jpg,Physconia_grisea,7
360,Physconia_grisea_texture02_crop_ 9.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 9.jpg,Physconia_grisea,7
361,Physconia_grisea_texture02_crop_ 10.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 10.jpg,Physconia_grisea,7
362,Physconia_grisea_texture02_crop_ 11.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 11.jpg,Physconia_grisea,7
363,Physconia_grisea_texture02_crop_ 12.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 12.jpg,Physconia_grisea,7
364,Physconia_grisea_texture02_crop_ 13.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 13.jpg,Physconia_grisea,7
365,Physconia_grisea_texture02_crop_ 14.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 14.jpg,Physconia_grisea,7
366,Physconia_grisea_texture02_crop_ 15.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 15.jpg,Physconia_grisea,7
367,Physconia_grisea_texture02_crop_ 16.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture02_crop_ 16.jpg,Physconia_grisea,7
368,Physconia_grisea_texture03_crop_ 1.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 1.jpg,Physconia_grisea,7
369,Physconia_grisea_texture03_crop_ 2.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 2.jpg,Physconia_grisea,7
370,Physconia_grisea_texture03_crop_ 3.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 3.jpg,Physconia_grisea,7
371,Physconia_grisea_texture03_crop_ 4.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 4.jpg,Physconia_grisea,7
372,Physconia_grisea_texture03_crop_ 5.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 5.jpg,Physconia_grisea,7
373,Physconia_grisea_texture03_crop_ 6.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 6.jpg,Physconia_grisea,7
374,Physconia_grisea_texture03_crop_ 7.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 7.jpg,Physconia_grisea,7
375,Physconia_grisea_texture03_crop_ 8.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 8.jpg,Physconia_grisea,7
376,Physconia_grisea_texture03_crop_ 9.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 9.jpg,Physconia_grisea,7
377,Physconia_grisea_texture03_crop_ 10.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 10.jpg,Physconia_grisea,7
378,Physconia_grisea_texture03_crop_ 11.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 11.jpg,Physconia_grisea,7
379,Physconia_grisea_texture03_crop_ 12.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 12.jpg,Physconia_grisea,7
380,Physconia_grisea_texture03_crop_ 13.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 13.jpg,Physconia_grisea,7
381,Physconia_grisea_texture03_crop_ 14.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 14.jpg,Physconia_grisea,7
382,Physconia_grisea_texture03_crop_ 15.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 15.jpg,Physconia_grisea,7
383,Physconia_grisea_texture03_crop_ 16.jpg,patches/train/Physconia_grisea/Physconia_grisea_texture03_crop_ 16.jpg,Physconia_grisea,7
384,Flavoparmelia_caperata_texture01_crop_ 1.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 1.jpg,Flavoparmelia_caperata,8
385,Flavoparmelia_caperata_texture01_crop_ 2.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 2.jpg,Flavoparmelia_caperata,8
386,Flavoparmelia_caperata_texture01_crop_ 3.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 3.jpg,Flavoparmelia_caperata,8
387,Flavoparmelia_caperata_texture01_crop_ 4.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 4.jpg,Flavoparmelia_caperata,8
388,Flavoparmelia_caperata_texture01_crop_ 5.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 5.jpg,Flavoparmelia_caperata,8
389,Flavoparmelia_caperata_texture01_crop_ 6.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 6.jpg,Flavoparmelia_caperata,8
390,Flavoparmelia_caperata_texture01_crop_ 7.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 7.jpg,Flavoparmelia_caperata,8
391,Flavoparmelia_caperata_texture01_crop_ 8.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 8.jpg,Flavoparmelia_caperata,8
392,Flavoparmelia_caperata_texture01_crop_ 9.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 9.jpg,Flavoparmelia_caperata,8
393,Flavoparmelia_caperata_texture01_crop_ 10.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 10.jpg,Flavoparmelia_caperata,8
394,Flavoparmelia_caperata_texture01_crop_ 11.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 11.jpg,Flavoparmelia_caperata,8
395,Flavoparmelia_caperata_texture01_crop_ 12.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 12.jpg,Flavoparmelia_caperata,8
396,Flavoparmelia_caperata_texture01_crop_ 13.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 13.jpg,Flavoparmelia_caperata,8
397,Flavoparmelia_caperata_texture01_crop_ 14.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 14.jpg,Flavoparmelia_caperata,8
398,Flavoparmelia_caperata_texture01_crop_ 15.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 15.jpg,Flavoparmelia_caperata,8
399,Flavoparmelia_caperata_texture01_crop_ 16.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture01_crop_ 16.jpg,Flavoparmelia_caperata,8
400,Flavoparmelia_caperata_texture02_crop_ 1.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 1.jpg,Flavoparmelia_caperata,8
401,Flavoparmelia_caperata_texture02_crop_ 2.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 2.jpg,Flavoparmelia_caperata,8
402,Flavoparmelia_caperata_texture02_crop_ 3.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 3.jpg,Flavoparmelia_caperata,8
403,Flavoparmelia_caperata_texture02_crop_ 4.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 4.jpg,Flavoparmelia_caperata,8
404,Flavoparmelia_caperata_texture02_crop_ 5.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 5.jpg,Flavoparmelia_caperata,8
405,Flavoparmelia_caperata_texture02_crop_ 6.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 6.jpg,Flavoparmelia_caperata,8
406,Flavoparmelia_caperata_texture02_crop_ 7.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 7.jpg,Flavoparmelia_caperata,8
407,Flavoparmelia_caperata_texture02_crop_ 8.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 8.jpg,Flavoparmelia_caperata,8
408,Flavoparmelia_caperata_texture02_crop_ 9.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 9.jpg,Flavoparmelia_caperata,8
409,Flavoparmelia_caperata_texture02_crop_ 10.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 10.jpg,Flavoparmelia_caperata,8
410,Flavoparmelia_caperata_texture02_crop_ 11.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 11.jpg,Flavoparmelia_caperata,8
411,Flavoparmelia_caperata_texture02_crop_ 12.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 12.jpg,Flavoparmelia_caperata,8
412,Flavoparmelia_caperata_texture02_crop_ 13.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 13.jpg,Flavoparmelia_caperata,8
413,Flavoparmelia_caperata_texture02_crop_ 14.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 14.jpg,Flavoparmelia_caperata,8
414,Flavoparmelia_caperata_texture02_crop_ 15.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 15.jpg,Flavoparmelia_caperata,8
415,Flavoparmelia_caperata_texture02_crop_ 16.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture02_crop_ 16.jpg,Flavoparmelia_caperata,8
416,Flavoparmelia_caperata_texture03_crop_ 1.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 1.jpg,Flavoparmelia_caperata,8
417,Flavoparmelia_caperata_texture03_crop_ 2.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 2.jpg,Flavoparmelia_caperata,8
418,Flavoparmelia_caperata_texture03_crop_ 3.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 3.jpg,Flavoparmelia_caperata,8
419,Flavoparmelia_caperata_texture03_crop_ 4.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 4.jpg,Flavoparmelia_caperata,8
420,Flavoparmelia_caperata_texture03_crop_ 5.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 5.jpg,Flavoparmelia_caperata,8
421,Flavoparmelia_caperata_texture03_crop_ 6.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 6.jpg,Flavoparmelia_caperata,8
422,Flavoparmelia_caperata_texture03_crop_ 7.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 7.jpg,Flavoparmelia_caperata,8
423,Flavoparmelia_caperata_texture03_crop_ 8.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 8.jpg,Flavoparmelia_caperata,8
424,Flavoparmelia_caperata_texture03_crop_ 9.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 9.jpg,Flavoparmelia_caperata,8
425,Flavoparmelia_caperata_texture03_crop_ 10.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 10.jpg,Flavoparmelia_caperata,8
426,Flavoparmelia_caperata_texture03_crop_ 11.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 11.jpg,Flavoparmelia_caperata,8
427,Flavoparmelia_caperata_texture03_crop_ 12.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 12.jpg,Flavoparmelia_caperata,8
428,Flavoparmelia_caperata_texture03_crop_ 13.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 13.jpg,Flavoparmelia_caperata,8
429,Flavoparmelia_caperata_texture03_crop_ 14.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 14.jpg,Flavoparmelia_caperata,8
430,Flavoparmelia_caperata_texture03_crop_ 15.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 15.jpg,Flavoparmelia_caperata,8
431,Flavoparmelia_caperata_texture03_crop_ 16.jpg,patches/train/Flavoparmelia_caperata/Flavoparmelia_caperata_texture03_crop_ 16.jpg,Flavoparmelia_caperata,8
432,Phaeophyscia_orbicularis_texture01_crop_ 1.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 1.jpg,Phaeophyscia_orbicularis,9
433,Phaeophyscia_orbicularis_texture01_crop_ 2.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 2.jpg,Phaeophyscia_orbicularis,9
434,Phaeophyscia_orbicularis_texture01_crop_ 3.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 3.jpg,Phaeophyscia_orbicularis,9
435,Phaeophyscia_orbicularis_texture01_crop_ 4.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 4.jpg,Phaeophyscia_orbicularis,9
436,Phaeophyscia_orbicularis_texture01_crop_ 5.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 5.jpg,Phaeophyscia_orbicularis,9
437,Phaeophyscia_orbicularis_texture01_crop_ 6.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 6.jpg,Phaeophyscia_orbicularis,9
438,Phaeophyscia_orbicularis_texture01_crop_ 7.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 7.jpg,Phaeophyscia_orbicularis,9
439,Phaeophyscia_orbicularis_texture01_crop_ 8.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 8.jpg,Phaeophyscia_orbicularis,9
440,Phaeophyscia_orbicularis_texture01_crop_ 9.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 9.jpg,Phaeophyscia_orbicularis,9
441,Phaeophyscia_orbicularis_texture01_crop_ 10.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 10.jpg,Phaeophyscia_orbicularis,9
442,Phaeophyscia_orbicularis_texture01_crop_ 11.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 11.jpg,Phaeophyscia_orbicularis,9
443,Phaeophyscia_orbicularis_texture01_crop_ 12.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 12.jpg,Phaeophyscia_orbicularis,9
444,Phaeophyscia_orbicularis_texture01_crop_ 13.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 13.jpg,Phaeophyscia_orbicularis,9
445,Phaeophyscia_orbicularis_texture01_crop_ 14.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 14.jpg,Phaeophyscia_orbicularis,9
446,Phaeophyscia_orbicularis_texture01_crop_ 15.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 15.jpg,Phaeophyscia_orbicularis,9
447,Phaeophyscia_orbicularis_texture01_crop_ 16.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture01_crop_ 16.jpg,Phaeophyscia_orbicularis,9
448,Phaeophyscia_orbicularis_texture02_crop_ 1.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 1.jpg,Phaeophyscia_orbicularis,9
449,Phaeophyscia_orbicularis_texture02_crop_ 2.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 2.jpg,Phaeophyscia_orbicularis,9
450,Phaeophyscia_orbicularis_texture02_crop_ 3.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 3.jpg,Phaeophyscia_orbicularis,9
451,Phaeophyscia_orbicularis_texture02_crop_ 4.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 4.jpg,Phaeophyscia_orbicularis,9
452,Phaeophyscia_orbicularis_texture02_crop_ 5.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 5.jpg,Phaeophyscia_orbicularis,9
453,Phaeophyscia_orbicularis_texture02_crop_ 6.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 6.jpg,Phaeophyscia_orbicularis,9
454,Phaeophyscia_orbicularis_texture02_crop_ 7.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 7.jpg,Phaeophyscia_orbicularis,9
455,Phaeophyscia_orbicularis_texture02_crop_ 8.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 8.jpg,Phaeophyscia_orbicularis,9
456,Phaeophyscia_orbicularis_texture02_crop_ 9.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 9.jpg,Phaeophyscia_orbicularis,9
457,Phaeophyscia_orbicularis_texture02_crop_ 10.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 10.jpg,Phaeophyscia_orbicularis,9
458,Phaeophyscia_orbicularis_texture02_crop_ 11.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 11.jpg,Phaeophyscia_orbicularis,9
459,Phaeophyscia_orbicularis_texture02_crop_ 12.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 12.jpg,Phaeophyscia_orbicularis,9
460,Phaeophyscia_orbicularis_texture02_crop_ 13.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 13.jpg,Phaeophyscia_orbicularis,9
461,Phaeophyscia_orbicularis_texture02_crop_ 14.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 14.jpg,Phaeophyscia_orbicularis,9
462,Phaeophyscia_orbicularis_texture02_crop_ 15.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 15.jpg,Phaeophyscia_orbicularis,9
463,Phaeophyscia_orbicularis_texture02_crop_ 16.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture02_crop_ 16.jpg,Phaeophyscia_orbicularis,9
464,Phaeophyscia_orbicularis_texture03_crop_ 1.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 1.jpg,Phaeophyscia_orbicularis,9
465,Phaeophyscia_orbicularis_texture03_crop_ 2.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 2.jpg,Phaeophyscia_orbicularis,9
466,Phaeophyscia_orbicularis_texture03_crop_ 3.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 3.jpg,Phaeophyscia_orbicularis,9
467,Phaeophyscia_orbicularis_texture03_crop_ 4.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 4.jpg,Phaeophyscia_orbicularis,9
468,Phaeophyscia_orbicularis_texture03_crop_ 5.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 5.jpg,Phaeophyscia_orbicularis,9
469,Phaeophyscia_orbicularis_texture03_crop_ 6.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 6.jpg,Phaeophyscia_orbicularis,9
470,Phaeophyscia_orbicularis_texture03_crop_ 7.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 7.jpg,Phaeophyscia_orbicularis,9
471,Phaeophyscia_orbicularis_texture03_crop_ 8.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 8.jpg,Phaeophyscia_orbicularis,9
472,Phaeophyscia_orbicularis_texture03_crop_ 9.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 9.jpg,Phaeophyscia_orbicularis,9
473,Phaeophyscia_orbicularis_texture03_crop_ 10.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 10.jpg,Phaeophyscia_orbicularis,9
474,Phaeophyscia_orbicularis_texture03_crop_ 11.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 11.jpg,Phaeophyscia_orbicularis,9
475,Phaeophyscia_orbicularis_texture03_crop_ 12.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 12.jpg,Phaeophyscia_orbicularis,9
476,Phaeophyscia_orbicularis_texture03_crop_ 13.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 13.jpg,Phaeophyscia_orbicularis,9
477,Phaeophyscia_orbicularis_texture03_crop_ 14.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 14.jpg,Phaeophyscia_orbicularis,9
478,Phaeophyscia_orbicularis_texture03_crop_ 15.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 15.jpg,Phaeophyscia_orbicularis,9
479,Phaeophyscia_orbicularis_texture03_crop_ 16.jpg,patches/train/Phaeophyscia_orbicularis/Phaeophyscia_orbicularis_texture03_crop_ 16.jpg,Phaeophyscia_orbicularis,9
480,Physcia_biziana_texture01_crop_ 1.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 1.jpg,Physcia_biziana,10
481,Physcia_biziana_texture01_crop_ 2.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 2.jpg,Physcia_biziana,10
482,Physcia_biziana_texture01_crop_ 3.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 3.jpg,Physcia_biziana,10
483,Physcia_biziana_texture01_crop_ 4.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 4.jpg,Physcia_biziana,10
484,Physcia_biziana_texture01_crop_ 5.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 5.jpg,Physcia_biziana,10
485,Physcia_biziana_texture01_crop_ 6.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 6.jpg,Physcia_biziana,10
486,Physcia_biziana_texture01_crop_ 7.jpg,patches/train/Physcia_biziana/Physcia_biziana_texture01_crop_ 7.jpg,Physcia_biziana,10
